"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","NL42","Limburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,98.1,,
"1","Country","NOR","Norway","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,93.85,,
"2","Large regions (TL2)","NO02","Innlandet","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,90.85,,
"2","Large regions (TL2)","NO06","Trøndelag","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,88.81,,
"2","Large regions (TL2)","NO07","Northern Norway","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,95.87,,
"1","Country","POL","Poland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,77.64,,
"2","Large regions (TL2)","UKJ","South East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,96.27,,
"2","Large regions (TL2)","UKK","South West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,94.23,,
"2","Large regions (TL2)","UKL","Wales","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,89.51,,
"2","Large regions (TL2)","UKM","Scotland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,93.86,,
"2","Large regions (TL2)","UKN","Northern Ireland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,87.25,,
"1","Country","ITA","Italy","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,79.46,,
"2","Large regions (TL2)","ITC1","Piedmont","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.26,,
"2","Large regions (TL2)","ITC2","Aosta Valley","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,73.82,,
"2","Large regions (TL2)","ITC3","Liguria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.43,,
"2","Large regions (TL2)","ITC4","Lombardy","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,83.47,,
"2","Large regions (TL2)","ITF1","Abruzzo","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.97,,
"2","Large regions (TL2)","ITF2","Molise","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,74.69,,
"2","Large regions (TL2)","ITF3","Campania","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,76.34,,
"2","Large regions (TL2)","ITF4","Apulia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,74.14,,
"2","Large regions (TL2)","ITF5","Basilicata","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,73.16,,
"2","Large regions (TL2)","ITF6","Calabria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,69.28,,
"2","Large regions (TL2)","ITG1","Sicily","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,73.71,,
"2","Large regions (TL2)","ITG2","Sardinia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.63,,
"2","Large regions (TL2)","ITH1","Province of Bolzano-Bozen","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.28,,
"2","Large regions (TL2)","ITH2","Province of Trento","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.76,,
"2","Large regions (TL2)","ITH3","Veneto","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.02,,
"2","Large regions (TL2)","ITH4","Friuli-Venezia Giulia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.18,,
"2","Large regions (TL2)","ITH5","Emilia-Romagna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,83.07,,
"2","Large regions (TL2)","ITI1","Tuscany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,79.94,,
"2","Large regions (TL2)","ITI2","Umbria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.75,,
"2","Large regions (TL2)","ITI3","Marche","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.69,,
"2","Large regions (TL2)","ITI4","Lazio","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.86,,
"1","Country","PRT","Portugal","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,76.36,,
"2","Large regions (TL2)","PT11","North (PT)","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,73.62,,
"2","Large regions (TL2)","PT15","Algarve","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,72.76,,
"2","Large regions (TL2)","PT16","Central Portugal","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,72.1,,
"2","Large regions (TL2)","PT17","Metropolitan area of Lisbon","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,84.96,,
"2","Large regions (TL2)","PT18","Alentejo","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,65.78,,
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,83.86,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.9,,
"1","Country","SVK","Slovak Republic","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.91,,
"2","Large regions (TL2)","SK01","Bratislava Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,83.75,,
"2","Large regions (TL2)","SK02","West Slovakia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,75.97,,
"2","Large regions (TL2)","SK03","Central Slovakia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,76.96,,
"2","Large regions (TL2)","SK04","East Slovakia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,82.14,,
"1","Country","SVN","Slovenia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.74,,
"1","Country","ESP","Spain","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,82.68,,
"2","Large regions (TL2)","ES11","Galicia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.41,,
"2","Large regions (TL2)","ES12","Asturias","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.75,,
"2","Large regions (TL2)","ES13","Cantabria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,82.4,,
"2","Large regions (TL2)","ES21","Basque Country","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,86.31,,
"2","Large regions (TL2)","ES22","Navarra","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,87.69,,
"2","Large regions (TL2)","ES23","La Rioja","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.06,,
"2","Large regions (TL2)","ES24","Aragon","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,83.85,,
"2","Large regions (TL2)","ES30","Madrid","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,88.54,,
"2","Large regions (TL2)","ES41","Castile and León","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.23,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.11,,
"1","Country","CZE","Czechia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,82.88,,
"2","Large regions (TL2)","CZ01","Prague","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,89.31,,
"2","Large regions (TL2)","CZ02","Central Bohemian Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,86.68,,
"2","Large regions (TL2)","CZ03","Southwest","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,82.34,,
"2","Large regions (TL2)","CZ04","Northwest","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.19,,
"2","Large regions (TL2)","CZ05","Northeast","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,79.75,,
"2","Large regions (TL2)","CZ06","Southeast","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,83.36,,
"2","Large regions (TL2)","CZ07","Central Moravia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.28,,
"2","Large regions (TL2)","CZ08","Moravia-Silesia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.89,,
"1","Country","DNK","Denmark","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,92.1,,
"2","Large regions (TL2)","DK01","Copenhagen region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,93.1,,
"2","Large regions (TL2)","DK02","Zealand","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,89.06,,
"2","Large regions (TL2)","DK03","Southern Denmark","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,92.34,,
"2","Large regions (TL2)","DK04","Central Jutland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,92.2,,
"2","Large regions (TL2)","DK05","Northern Jutland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,92.21,,
"1","Country","EST","Estonia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,87.36,,
"2","Large regions (TL2)","EE00","Estonia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,87.36,,
"1","Country","FIN","Finland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,93.41,,
"2","Large regions (TL2)","FI19","Western Finland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,92.46,,
"2","Large regions (TL2)","FI1B","Helsinki-Uusimaa","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,97.62,,
"2","Large regions (TL2)","FI1C","Southern Finland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,90.83,,
"2","Large regions (TL2)","FI1D","Eastern and Northern Finland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,91.6,,
"1","Country","LUX","Luxembourg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,97.04,,
"2","Large regions (TL2)","LU00","Luxembourg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,97.04,,
"2","Large regions (TL2)","ES43","Extremadura","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.38,,
"2","Large regions (TL2)","ES51","Catalonia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,82.92,,
"2","Large regions (TL2)","ES52","Valencia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.25,,
"2","Large regions (TL2)","ES53","Balearic Islands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,87.75,,
"2","Large regions (TL2)","ES61","Andalusia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.99,,
"2","Large regions (TL2)","ES62","Murcia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,84.74,,
"2","Large regions (TL2)","ES63","Ceuta ","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,88.42,,
"2","Large regions (TL2)","ES64","Melilla","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.88,,
"2","Large regions (TL2)","ES70","Canary Islands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.06,,
"1","Country","SWE","Sweden","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,93.07,,
"2","Large regions (TL2)","SE11","Stockholm","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,96.49,,
"2","Large regions (TL2)","SE12","East Middle Sweden","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,92.67,,
"2","Large regions (TL2)","SE21","Småland with Islands","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,88.65,,
"2","Large regions (TL2)","SE22","South Sweden","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,90.05,,
"2","Large regions (TL2)","SE23","West Sweden","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,94.1,,
"2","Large regions (TL2)","SE31","North Middle Sweden","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,88.32,,
"2","Large regions (TL2)","SE32","Central Norrland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,100,"E","Estimated value"
"2","Large regions (TL2)","SE33","Upper Norrland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,96.94,,
"1","Country","CHE","Switzerland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,89.64,"B","Break"
"2","Large regions (TL2)","CH01","Lake Geneva Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,88.65,"B","Break"
"2","Large regions (TL2)","CH02","Espace Mittelland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,89.3,"B","Break"
"2","Large regions (TL2)","CH03","Northwestern Switzerland ","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,90.29,"B","Break"
"2","Large regions (TL2)","CH04","Zurich","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,91.4,"B","Break"
"2","Large regions (TL2)","CH05","Eastern Switzerland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,90.13,"B","Break"
"2","Large regions (TL2)","CH06","Central Switzerland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,89.81,"B","Break"
"2","Large regions (TL2)","CH07","Ticino","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,84.47,"B","Break"
"2","Large regions (TL2)","FRY1","Guadeloupe","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,64.5,,
"2","Large regions (TL2)","FRY2","Martinique","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,72.15,,
"2","Large regions (TL2)","FRY3","French Guiana","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,71.85,,
"2","Large regions (TL2)","FRY4","La Réunion","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,55.26,,
"2","Large regions (TL2)","SI03","Eastern Slovenia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,79.67,,
"2","Large regions (TL2)","SI04","Western Slovenia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,84.28,,
"2","Large regions (TL2)","FR1","Île-de-France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,86.56,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,75.07,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,75.69,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,79.44,,
"2","Large regions (TL2)","FRB","Centre - Val de Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,77.09,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,74.1,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,68.34,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,75.78,,
"2","Large regions (TL2)","FRC","Bourgogne-Franche-Comté","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,77.37,,
"2","Large regions (TL2)","FRD","Normandy","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,73.18,,
"2","Large regions (TL2)","FRD","Normandy","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,73.68,,
"2","Large regions (TL2)","FRD","Normandy","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,80.52,,
"2","Large regions (TL2)","FRD","Normandy","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,74.15,,
"2","Large regions (TL2)","FRE","Hauts-de-France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,78.04,,
"2","Large regions (TL2)","FRE","Hauts-de-France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,72.04,,
"2","Large regions (TL2)","FRE","Hauts-de-France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,74.85,,
"2","Large regions (TL2)","FRE","Hauts-de-France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,75.19,,
"2","Large regions (TL2)","FRF","Grand Est","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,75.11,,
"2","Large regions (TL2)","FRF","Grand Est","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,77.12,,
"2","Large regions (TL2)","FRF","Grand Est","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,79.55,,
"2","Large regions (TL2)","FRF","Grand Est","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,77.87,,
"2","Large regions (TL2)","FRG","Pays de la Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,77.64,,
"2","Large regions (TL2)","FRG","Pays de la Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,80.24,,
"2","Large regions (TL2)","FRG","Pays de la Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,76.96,,
"2","Large regions (TL2)","FRG","Pays de la Loire","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,77.26,,
"2","Large regions (TL2)","FRH","Brittany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,73.28,,
"2","Large regions (TL2)","FRH","Brittany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,75.01,,
"2","Large regions (TL2)","FRH","Brittany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,74.22,,
"2","Large regions (TL2)","FRH","Brittany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,78.34,,
"2","Large regions (TL2)","FRI","Nouvelle-Aquitaine","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,73.92,,
"2","Large regions (TL2)","FRI","Nouvelle-Aquitaine","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,75.07,,
"2","Large regions (TL2)","FRI","Nouvelle-Aquitaine","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,80.04,,
"2","Large regions (TL2)","FRI","Nouvelle-Aquitaine","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,77.36,,
"2","Large regions (TL2)","FRJ","Occitanie","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,79.12,,
"2","Large regions (TL2)","FRJ","Occitanie","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,72.46,,
"2","Large regions (TL2)","FRJ","Occitanie","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,78.85,,
"2","Large regions (TL2)","FRJ","Occitanie","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,79.55,,
"2","Large regions (TL2)","FRK","Auvergne-Rhône-Alpes","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,74.92,,
"2","Large regions (TL2)","FRK","Auvergne-Rhône-Alpes","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,77.47,,
"2","Large regions (TL2)","FRK","Auvergne-Rhône-Alpes","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,80.29,,
"2","Large regions (TL2)","FRK","Auvergne-Rhône-Alpes","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,80.59,,
"2","Large regions (TL2)","FRL","Provence-Alpes-Côte d’Azur","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,74.64,,
"2","Large regions (TL2)","FRL","Provence-Alpes-Côte d’Azur","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,77.35,,
"2","Large regions (TL2)","FRL","Provence-Alpes-Côte d’Azur","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,81.17,,
"2","Large regions (TL2)","FRL","Provence-Alpes-Côte d’Azur","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,81.91,,
"2","Large regions (TL2)","FRM","Corsica","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,69.74,"E","Estimated value"
"2","Large regions (TL2)","FRM","Corsica","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2015","2015",,,"0","Units",,,57.15,"E","Estimated value"
"2","Large regions (TL2)","FRM","Corsica","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2016","2016",,,"0","Units",,,62.21,"E","Estimated value"
"2","Large regions (TL2)","FRM","Corsica","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2017","2017",,,"0","Units",,,63.76,"E","Estimated value"
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,87.69,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,88.81,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,84.54,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,89.81,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,84.38,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,86.71,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,88.67,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,89.07,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2018","2018",,,"0","Units",,,87.73,,
